date_de_tirage;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;source_donnees
13/02/1993;25;48;15;20;47;5;ancien_format
17/02/1993;17;14;32;33;16;4;ancien_format
20/02/1993;8;17;25;45;23;5;ancien_format
24/02/1993;14;39;6;41;16;1;ancien_format
27/02/1993;9;28;18;13;30;6;ancien_format
03/03/1993;36;30;32;47;28;10;ancien_format
06/03/1993;12;36;29;16;37;1;ancien_format
10/03/1993;34;30;42;20;35;10;ancien_format
13/03/1993;20;3;23;39;18;9;ancien_format
17/03/1993;40;43;38;28;19;10;ancien_format
20/03/1993;42;38;30;6;46;9;ancien_format
24/03/1993;49;14;13;18;4;1;ancien_format
27/03/1993;25;18;42;39;32;5;ancien_format
31/03/1993;17;7;22;3;39;9;ancien_format
03/04/1993;5;49;14;26;38;2;ancien_format
07/04/1993;11;37;35;7;33;4;ancien_format
10/04/1993;42;40;16;25;28;9;ancien_format
14/04/1993;4;30;12;9;23;6;ancien_format
17/04/1993;9;48;31;43;34;3;ancien_format
21/04/1993;19;13;37;38;17;2;ancien_format
24/04/1993;41;14;38;29;4;7;ancien_format
28/04/1993;27;30;16;37;49;3;ancien_format
01/05/1993;25;6;34;16;7;3;ancien_format
05/05/1993;15;37;26;11;20;8;ancien_format
08/05/1993;9;8;34;36;15;2;ancien_format
12/05/1993;17;40;21;34;27;7;ancien_format
15/05/1993;21;47;1;28;6;6;ancien_format
19/05/1993;40;45;4;23;8;7;ancien_format
22/05/1993;43;36;6;49;31;9;ancien_format
26/05/1993;2;39;35;3;6;6;ancien_format
29/05/1993;36;18;17;16;20;10;ancien_format
02/06/1993;30;18;47;14;31;10;ancien_format
05/06/1993;19;15;2;45;49;10;ancien_format
09/06/1993;18;33;39;44;4;6;ancien_format
12/06/1993;34;40;48;44;28;8;ancien_format
16/06/1993;29;34;25;15;14;3;ancien_format
19/06/1993;2;40;16;46;8;1;ancien_format
23/06/1993;23;17;16;48;12;8;ancien_format
26/06/1993;16;31;2;4;28;4;ancien_format
30/06/1993;22;20;11;28;44;6;ancien_format
03/07/1993;5;2;42;20;27;6;ancien_format
07/07/1993;37;25;35;32;8;8;ancien_format
10/07/1993;40;20;25;49;45;2;ancien_format
14/07/1993;46;7;45;9;38;2;ancien_format
17/07/1993;35;36;29;31;37;5;ancien_format
21/07/1993;34;35;23;43;24;3;ancien_format
24/07/1993;44;13;42;26;38;3;ancien_format
28/07/1993;48;3;49;20;7;2;ancien_format
31/07/1993;8;26;9;35;5;4;ancien_format
04/08/1993;3;24;34;45;44;7;ancien_format
07/08/1993;7;46;35;22;48;2;ancien_format
11/08/1993;8;14;34;49;6;10;ancien_format
14/08/1993;44;30;9;17;41;5;ancien_format
18/08/1993;8;35;39;14;20;4;ancien_format
21/08/1993;4;28;40;46;10;10;ancien_format
25/08/1993;39;46;44;12;22;1;ancien_format
28/08/1993;37;30;27;18;49;10;ancien_format
01/09/1993;29;19;8;44;23;1;ancien_format
04/09/1993;38;1;7;5;49;6;ancien_format
08/09/1993;40;10;49;47;15;4;ancien_format
11/09/1993;10;31;47;38;14;8;ancien_format
15/09/1993;32;34;29;43;45;5;ancien_format
18/09/1993;29;37;25;33;13;9;ancien_format
22/09/1993;44;22;1;7;24;9;ancien_format
25/09/1993;15;13;27;12;11;10;ancien_format
29/09/1993;41;9;31;11;10;5;ancien_format
02/10/1993;39;40;15;9;27;3;ancien_format
06/10/1993;46;9;14;1;35;8;ancien_format
09/10/1993;45;32;13;18;43;1;ancien_format
13/10/1993;43;48;32;11;13;8;ancien_format
16/10/1993;49;4;47;9;45;4;ancien_format
20/10/1993;39;9;27;15;26;4;ancien_format
23/10/1993;46;15;27;28;25;2;ancien_format
27/10/1993;13;22;43;16;15;9;ancien_format
30/10/1993;9;17;19;36;13;3;ancien_format
03/11/1993;14;38;6;43;20;2;ancien_format
06/11/1993;21;38;33;14;49;10;ancien_format
10/11/1993;30;40;45;10;22;8;ancien_format
13/11/1993;35;26;33;11;49;8;ancien_format
17/11/1993;49;41;24;33;46;9;ancien_format
20/11/1993;9;39;17;29;47;9;ancien_format
24/11/1993;11;35;8;14;20;4;ancien_format
27/11/1993;3;45;35;18;49;9;ancien_format
01/12/1993;2;8;24;10;26;10;ancien_format
04/12/1993;23;20;36;46;14;8;ancien_format
08/12/1993;2;21;25;9;5;7;ancien_format
11/12/1993;38;15;40;46;19;7;ancien_format
15/12/1993;13;33;5;46;21;3;ancien_format
18/12/1993;17;20;47;29;39;3;ancien_format
22/12/1993;45;4;24;43;37;10;ancien_format
25/12/1993;8;43;40;12;2;8;ancien_format
29/12/1993;12;39;21;45;32;5;ancien_format
01/01/1994;38;39;33;30;17;3;ancien_format
05/01/1994;4;8;26;14;38;3;ancien_format
08/01/1994;44;9;23;29;19;2;ancien_format
12/01/1994;27;41;40;43;44;8;ancien_format
15/01/1994;43;10;47;19;44;1;ancien_format
19/01/1994;39;24;19;46;6;4;ancien_format
22/01/1994;45;42;19;12;25;4;ancien_format
26/01/1994;22;16;20;1;4;3;ancien_format
29/01/1994;24;26;23;41;36;1;ancien_format
02/02/1994;45;10;11;28;22;5;ancien_format
05/02/1994;26;14;23;18;43;2;ancien_format
09/02/1994;1;4;24;25;22;6;ancien_format
12/02/1994;49;4;13;6;2;1;ancien_format
16/02/1994;42;43;21;23;8;3;ancien_format
19/02/1994;29;39;32;28;27;10;ancien_format
23/02/1994;13;1;30;47;3;5;ancien_format
26/02/1994;22;36;5;2;38;3;ancien_format
02/03/1994;10;32;7;33;24;1;ancien_format
05/03/1994;20;45;49;26;37;7;ancien_format
09/03/1994;23;32;46;35;6;10;ancien_format
12/03/1994;46;25;21;8;13;6;ancien_format
16/03/1994;42;21;35;41;48;9;ancien_format
19/03/1994;15;32;7;16;39;8;ancien_format
23/03/1994;33;25;49;27;34;3;ancien_format
26/03/1994;31;13;47;24;6;10;ancien_format
30/03/1994;4;36;15;11;13;1;ancien_format
02/04/1994;1;36;46;13;43;2;ancien_format
06/04/1994;12;17;32;1;7;4;ancien_format
09/04/1994;25;7;4;48;6;10;ancien_format
13/04/1994;26;5;32;2;6;2;ancien_format
16/04/1994;6;13;35;43;31;6;ancien_format
20/04/1994;10;33;12;34;4;7;ancien_format
23/04/1994;33;45;1;20;34;4;ancien_format
27/04/1994;1;39;23;11;44;5;ancien_format
30/04/1994;33;32;36;21;27;2;ancien_format
04/05/1994;6;2;26;8;20;7;ancien_format
07/05/1994;9;36;10;1;33;3;ancien_format
11/05/1994;11;38;19;3;31;4;ancien_format
14/05/1994;12;36;26;21;11;3;ancien_format
18/05/1994;10;9;25;33;12;7;ancien_format
21/05/1994;15;25;2;11;19;5;ancien_format
25/05/1994;28;10;27;26;46;8;ancien_format
28/05/1994;49;29;19;41;6;5;ancien_format
01/06/1994;20;48;7;6;24;1;ancien_format
04/06/1994;45;9;26;6;13;3;ancien_format
08/06/1994;39;41;7;15;46;3;ancien_format
11/06/1994;1;20;18;44;38;4;ancien_format
15/06/1994;18;5;41;49;3;1;ancien_format
18/06/1994;9;37;38;29;2;1;ancien_format
22/06/1994;39;17;10;34;33;7;ancien_format
25/06/1994;3;36;7;24;49;8;ancien_format
29/06/1994;35;28;5;18;19;4;ancien_format
02/07/1994;32;20;31;14;3;5;ancien_format
06/07/1994;17;8;22;7;38;1;ancien_format
09/07/1994;19;12;15;17;36;1;ancien_format
13/07/1994;47;32;39;33;2;7;ancien_format
16/07/1994;45;13;10;30;27;8;ancien_format
20/07/1994;10;13;24;49;30;2;ancien_format
23/07/1994;34;7;2;21;18;5;ancien_format
27/07/1994;45;1;37;33;12;6;ancien_format
30/07/1994;31;38;36;23;4;4;ancien_format
03/08/1994;20;30;48;25;36;10;ancien_format
06/08/1994;1;28;46;18;36;3;ancien_format
10/08/1994;43;41;20;22;38;10;ancien_format
13/08/1994;23;30;13;7;38;6;ancien_format
17/08/1994;25;49;12;18;15;2;ancien_format
20/08/1994;18;23;2;24;38;3;ancien_format
24/08/1994;34;29;8;15;48;1;ancien_format
27/08/1994;12;21;13;11;18;3;ancien_format
31/08/1994;19;11;1;46;15;4;ancien_format
03/09/1994;4;26;15;48;9;2;ancien_format
07/09/1994;26;1;6;5;43;4;ancien_format
10/09/1994;46;15;20;1;33;2;ancien_format
14/09/1994;16;8;47;10;31;3;ancien_format
17/09/1994;46;10;49;14;24;7;ancien_format
21/09/1994;4;7;26;31;21;8;ancien_format
24/09/1994;31;35;48;12;44;4;ancien_format
28/09/1994;46;8;37;31;38;5;ancien_format
01/10/1994;14;47;31;9;38;7;ancien_format
05/10/1994;7;16;38;3;2;9;ancien_format
08/10/1994;37;39;43;24;23;8;ancien_format
12/10/1994;39;15;22;12;24;8;ancien_format
15/10/1994;14;37;21;27;38;6;ancien_format
19/10/1994;8;24;39;41;4;4;ancien_format
22/10/1994;14;25;33;44;27;3;ancien_format
26/10/1994;44;9;49;28;11;9;ancien_format
29/10/1994;7;9;18;16;43;6;ancien_format
02/11/1994;46;48;36;40;18;1;ancien_format
05/11/1994;48;8;13;20;18;4;ancien_format
09/11/1994;19;4;22;41;18;6;ancien_format
12/11/1994;21;34;41;31;49;10;ancien_format
16/11/1994;13;36;31;48;4;8;ancien_format
19/11/1994;2;41;31;46;20;7;ancien_format
23/11/1994;27;2;33;15;7;1;ancien_format
26/11/1994;40;42;24;32;23;10;ancien_format
30/11/1994;9;19;38;18;36;5;ancien_format
03/12/1994;49;38;25;17;8;2;ancien_format
07/12/1994;16;38;19;30;4;5;ancien_format
10/12/1994;27;11;42;48;18;4;ancien_format
14/12/1994;34;33;44;41;36;9;ancien_format
17/12/1994;44;34;43;31;17;7;ancien_format
21/12/1994;16;18;45;4;23;1;ancien_format
24/12/1994;23;2;28;6;14;9;ancien_format
28/12/1994;32;48;6;38;36;4;ancien_format
31/12/1994;33;24;16;46;21;6;ancien_format
04/01/1995;38;21;49;44;34;2;ancien_format
07/01/1995;25;23;36;9;48;7;ancien_format
11/01/1995;41;7;17;48;4;2;ancien_format
14/01/1995;43;5;47;18;44;2;ancien_format
18/01/1995;19;27;37;26;10;1;ancien_format
21/01/1995;7;28;40;41;4;4;ancien_format
25/01/1995;42;5;33;13;19;8;ancien_format
28/01/1995;42;47;45;49;30;5;ancien_format
01/02/1995;9;31;10;48;18;5;ancien_format
04/02/1995;35;49;20;13;36;6;ancien_format
08/02/1995;12;7;18;6;39;10;ancien_format
11/02/1995;10;28;12;25;43;6;ancien_format
15/02/1995;41;27;7;1;4;10;ancien_format
18/02/1995;48;2;43;8;18;1;ancien_format
22/02/1995;27;43;36;30;19;5;ancien_format
25/02/1995;11;46;30;38;25;6;ancien_format
01/03/1995;22;13;46;6;39;6;ancien_format
04/03/1995;25;27;48;3;1;5;ancien_format
08/03/1995;32;34;11;40;19;10;ancien_format
11/03/1995;10;17;16;1;27;9;ancien_format
15/03/1995;44;8;46;16;17;6;ancien_format
18/03/1995;5;34;13;29;1;5;ancien_format
22/03/1995;43;7;27;42;28;4;ancien_format
25/03/1995;6;25;26;34;36;2;ancien_format
29/03/1995;6;41;46;4;30;3;ancien_format
01/04/1995;9;29;44;14;17;6;ancien_format
05/04/1995;13;27;41;2;42;1;ancien_format
08/04/1995;19;47;23;10;41;4;ancien_format
12/04/1995;47;33;20;44;19;3;ancien_format
15/04/1995;48;10;36;43;49;2;ancien_format
19/04/1995;42;24;37;1;8;9;ancien_format
22/04/1995;13;23;37;3;44;8;ancien_format
26/04/1995;5;1;43;47;39;10;ancien_format
29/04/1995;4;32;10;44;15;8;ancien_format
03/05/1995;41;22;16;19;27;3;ancien_format
06/05/1995;19;24;12;4;29;4;ancien_format
10/05/1995;39;7;5;36;48;1;ancien_format
13/05/1995;32;7;37;16;19;1;ancien_format
17/05/1995;28;42;9;33;22;4;ancien_format
20/05/1995;49;8;26;31;37;5;ancien_format
24/05/1995;29;11;7;17;39;6;ancien_format
27/05/1995;25;26;38;12;24;10;ancien_format
31/05/1995;19;14;2;32;1;6;ancien_format
03/06/1995;49;45;14;34;2;7;ancien_format
07/06/1995;44;27;24;15;14;10;ancien_format
10/06/1995;44;40;10;22;27;8;ancien_format
14/06/1995;11;46;36;35;26;8;ancien_format
17/06/1995;11;16;3;46;1;7;ancien_format
21/06/1995;19;5;41;25;27;3;ancien_format
24/06/1995;23;7;5;48;46;3;ancien_format
28/06/1995;5;31;7;36;18;9;ancien_format
01/07/1995;36;5;48;13;49;5;ancien_format
05/07/1995;32;44;41;17;22;10;ancien_format
08/07/1995;4;27;14;10;42;3;ancien_format
12/07/1995;31;39;19;5;43;3;ancien_format
15/07/1995;36;10;38;24;27;7;ancien_format
19/07/1995;47;35;49;33;13;3;ancien_format
22/07/1995;30;10;20;31;3;5;ancien_format
26/07/1995;39;48;34;19;23;8;ancien_format
29/07/1995;35;37;31;39;19;8;ancien_format
02/08/1995;42;35;10;3;6;3;ancien_format
05/08/1995;43;1;18;14;24;2;ancien_format
09/08/1995;44;22;24;18;15;9;ancien_format
12/08/1995;38;19;5;39;32;5;ancien_format
16/08/1995;13;26;24;47;39;2;ancien_format
19/08/1995;1;24;11;21;27;10;ancien_format
23/08/1995;35;14;3;7;24;2;ancien_format
26/08/1995;7;6;21;27;44;10;ancien_format
30/08/1995;20;38;37;26;2;5;ancien_format
02/09/1995;43;16;23;41;33;10;ancien_format
06/09/1995;23;3;24;25;4;5;ancien_format
09/09/1995;22;23;35;39;38;5;ancien_format
13/09/1995;11;6;25;13;46;3;ancien_format
16/09/1995;42;7;29;44;17;3;ancien_format
20/09/1995;12;46;22;7;40;4;ancien_format
23/09/1995;27;43;49;44;18;9;ancien_format
27/09/1995;27;22;20;40;42;7;ancien_format
30/09/1995;32;5;12;18;49;6;ancien_format
04/10/1995;9;43;17;45;25;8;ancien_format
07/10/1995;3;49;31;41;15;8;ancien_format
11/10/1995;32;23;19;24;10;3;ancien_format
14/10/1995;21;25;38;5;16;1;ancien_format
18/10/1995;33;39;3;24;38;6;ancien_format
21/10/1995;12;37;4;24;1;7;ancien_format
25/10/1995;48;29;41;39;15;10;ancien_format
28/10/1995;3;45;35;48;33;3;ancien_format
01/11/1995;3;15;24;37;23;1;ancien_format
04/11/1995;2;5;42;25;9;10;ancien_format
08/11/1995;40;6;38;45;28;10;ancien_format
11/11/1995;5;20;7;4;22;10;ancien_format
15/11/1995;45;25;1;16;37;3;ancien_format
18/11/1995;12;28;39;29;11;1;ancien_format
22/11/1995;25;27;42;4;39;5;ancien_format
25/11/1995;38;27;49;6;2;8;ancien_format
29/11/1995;32;35;20;29;8;3;ancien_format
02/12/1995;11;49;34;28;24;4;ancien_format
06/12/1995;48;43;37;22;20;7;ancien_format
09/12/1995;13;44;22;46;3;9;ancien_format
13/12/1995;41;13;39;14;47;2;ancien_format
16/12/1995;14;36;32;8;18;4;ancien_format
20/12/1995;4;15;43;10;21;6;ancien_format
23/12/1995;45;42;36;32;39;4;ancien_format
27/12/1995;37;42;10;41;43;10;ancien_format
30/12/1995;48;23;16;40;25;7;ancien_format
03/01/1996;14;21;8;19;30;6;ancien_format
06/01/1996;21;14;26;9;38;3;ancien_format
10/01/1996;43;1;34;35;32;7;ancien_format
13/01/1996;36;11;23;26;46;9;ancien_format
17/01/1996;32;20;7;13;18;2;ancien_format
20/01/1996;30;10;36;26;17;5;ancien_format
24/01/1996;13;31;10;28;34;10;ancien_format
27/01/1996;38;41;45;47;44;3;ancien_format
31/01/1996;12;47;37;20;42;1;ancien_format
03/02/1996;43;34;12;9;42;7;ancien_format
07/02/1996;10;32;16;36;39;8;ancien_format
10/02/1996;28;23;26;49;29;7;ancien_format
14/02/1996;37;30;13;35;36;6;ancien_format
17/02/1996;9;35;18;6;8;8;ancien_format
21/02/1996;40;21;32;18;4;3;ancien_format
24/02/1996;33;12;49;4;18;10;ancien_format
28/02/1996;32;8;15;5;9;10;ancien_format
02/03/1996;20;41;31;42;13;4;ancien_format
06/03/1996;14;15;36;29;39;9;ancien_format
09/03/1996;19;32;24;1;49;3;ancien_format
13/03/1996;38;12;15;47;44;8;ancien_format
16/03/1996;44;34;26;48;3;9;ancien_format
20/03/1996;46;11;26;6;32;3;ancien_format
23/03/1996;5;21;18;29;42;10;ancien_format
27/03/1996;39;49;33;23;9;8;ancien_format
30/03/1996;49;34;17;18;44;3;ancien_format
03/04/1996;8;7;5;39;38;7;ancien_format
06/04/1996;42;47;19;4;8;8;ancien_format
10/04/1996;42;28;17;4;1;7;ancien_format
13/04/1996;34;44;36;46;12;1;ancien_format
17/04/1996;11;41;39;28;38;9;ancien_format
20/04/1996;4;48;31;10;35;10;ancien_format
24/04/1996;11;46;45;32;2;3;ancien_format
27/04/1996;30;29;38;48;5;10;ancien_format
01/05/1996;18;17;31;13;14;8;ancien_format
04/05/1996;42;18;32;46;7;7;ancien_format
08/05/1996;31;20;37;19;11;6;ancien_format
11/05/1996;39;43;30;38;5;8;ancien_format
15/05/1996;24;32;18;36;27;6;ancien_format
18/05/1996;10;5;48;39;11;7;ancien_format
22/05/1996;17;29;46;45;6;8;ancien_format
25/05/1996;35;21;4;11;38;7;ancien_format
29/05/1996;5;14;42;19;40;7;ancien_format
01/06/1996;8;28;10;49;42;5;ancien_format
05/06/1996;41;25;11;27;4;4;ancien_format
08/06/1996;5;33;7;39;31;7;ancien_format
12/06/1996;10;47;48;14;11;9;ancien_format
15/06/1996;5;36;13;40;6;4;ancien_format
19/06/1996;28;43;20;29;30;10;ancien_format
22/06/1996;21;16;23;41;43;6;ancien_format
26/06/1996;1;20;25;6;11;5;ancien_format
29/06/1996;31;10;36;13;44;5;ancien_format
03/07/1996;4;38;29;15;27;10;ancien_format
06/07/1996;41;25;7;13;20;9;ancien_format
10/07/1996;26;18;21;24;17;4;ancien_format
13/07/1996;46;25;33;47;31;5;ancien_format
17/07/1996;6;49;39;27;40;8;ancien_format
20/07/1996;32;4;30;26;29;3;ancien_format
24/07/1996;14;2;24;43;27;7;ancien_format
27/07/1996;43;10;33;6;41;4;ancien_format
31/07/1996;39;20;3;32;4;6;ancien_format
03/08/1996;11;10;30;16;25;5;ancien_format
07/08/1996;34;10;44;18;47;7;ancien_format
10/08/1996;25;26;46;9;1;8;ancien_format
14/08/1996;34;16;40;46;11;7;ancien_format
17/08/1996;23;21;4;41;42;2;ancien_format
21/08/1996;27;25;6;40;18;8;ancien_format
24/08/1996;2;27;4;15;39;7;ancien_format
28/08/1996;40;48;31;5;34;6;ancien_format
31/08/1996;45;32;11;21;1;8;ancien_format
04/09/1996;46;49;25;30;37;1;ancien_format
07/09/1996;28;6;13;42;47;3;ancien_format
11/09/1996;11;19;14;16;46;1;ancien_format
14/09/1996;39;45;48;13;3;9;ancien_format
18/09/1996;49;36;30;33;11;7;ancien_format
21/09/1996;30;34;20;8;12;5;ancien_format
25/09/1996;16;23;3;32;4;5;ancien_format
28/09/1996;14;11;31;37;20;10;ancien_format
02/10/1996;38;1;42;6;15;7;ancien_format
05/10/1996;40;37;31;43;1;7;ancien_format
09/10/1996;35;3;8;12;32;2;ancien_format
12/10/1996;39;20;9;45;36;8;ancien_format
16/10/1996;41;17;23;12;44;7;ancien_format
19/10/1996;42;48;16;12;45;8;ancien_format
23/10/1996;28;43;42;40;33;6;ancien_format
26/10/1996;41;16;26;10;17;4;ancien_format
30/10/1996;34;44;3;33;15;1;ancien_format
02/11/1996;22;19;25;31;39;5;ancien_format
06/11/1996;32;46;34;49;1;4;ancien_format
09/11/1996;27;36;11;10;43;4;ancien_format
13/11/1996;31;20;3;25;11;4;ancien_format
16/11/1996;44;13;18;7;38;10;ancien_format
20/11/1996;26;37;4;47;18;6;ancien_format
23/11/1996;46;32;25;12;40;4;ancien_format
27/11/1996;10;41;17;49;31;1;ancien_format
30/11/1996;12;45;19;39;31;8;ancien_format
04/12/1996;3;40;45;21;34;7;ancien_format
07/12/1996;24;2;21;27;16;2;ancien_format
11/12/1996;14;40;30;28;46;3;ancien_format
14/12/1996;25;11;19;5;1;10;ancien_format
18/12/1996;42;46;44;36;6;4;ancien_format
21/12/1996;8;3;26;7;13;6;ancien_format
25/12/1996;22;43;42;30;33;10;ancien_format
28/12/1996;17;24;21;41;32;4;ancien_format
01/01/1997;13;44;25;36;32;5;ancien_format
04/01/1997;33;23;15;18;43;2;ancien_format
08/01/1997;26;31;35;49;14;3;ancien_format
11/01/1997;37;26;28;16;31;6;ancien_format
15/01/1997;1;31;35;20;48;2;ancien_format
18/01/1997;28;13;17;29;7;1;ancien_format
22/01/1997;32;40;43;47;24;5;ancien_format
25/01/1997;26;32;14;5;29;4;ancien_format
29/01/1997;3;21;4;36;26;6;ancien_format
01/02/1997;12;35;7;30;47;7;ancien_format
05/02/1997;39;28;17;8;41;5;ancien_format
08/02/1997;22;38;24;40;37;8;ancien_format
12/02/1997;25;47;7;32;16;9;ancien_format
15/02/1997;27;25;28;30;24;4;ancien_format
19/02/1997;32;7;16;17;3;8;ancien_format
22/02/1997;45;7;28;14;36;2;ancien_format
26/02/1997;33;34;19;7;49;5;ancien_format
01/03/1997;21;38;42;24;7;3;ancien_format
05/03/1997;29;8;26;27;41;9;ancien_format
08/03/1997;40;41;33;21;49;10;ancien_format
12/03/1997;1;37;11;40;16;10;ancien_format
15/03/1997;10;8;27;19;36;6;ancien_format
19/03/1997;7;13;35;24;9;9;ancien_format
22/03/1997;21;39;22;15;19;9;ancien_format
26/03/1997;42;41;22;21;29;8;ancien_format
29/03/1997;44;29;20;16;48;7;ancien_format
02/04/1997;33;21;43;19;40;6;ancien_format
05/04/1997;37;31;47;34;2;5;ancien_format
09/04/1997;20;42;22;4;18;10;ancien_format
12/04/1997;2;4;8;28;35;6;ancien_format
16/04/1997;32;45;8;31;22;1;ancien_format
19/04/1997;40;15;19;32;26;10;ancien_format
23/04/1997;18;43;17;12;4;3;ancien_format
26/04/1997;49;8;3;31;30;5;ancien_format
30/04/1997;44;22;6;41;20;10;ancien_format
03/05/1997;38;20;39;27;41;7;ancien_format
07/05/1997;34;11;31;27;22;7;ancien_format
10/05/1997;44;20;16;27;7;10;ancien_format
14/05/1997;20;13;48;24;41;8;ancien_format
17/05/1997;11;18;15;4;31;3;ancien_format
21/05/1997;39;33;2;46;49;7;ancien_format
24/05/1997;19;39;20;35;18;4;ancien_format
28/05/1997;19;43;1;48;6;3;ancien_format
31/05/1997;18;30;1;12;7;10;ancien_format
04/06/1997;34;32;28;1;40;2;ancien_format
07/06/1997;21;27;17;10;42;4;ancien_format
11/06/1997;36;35;49;41;16;5;ancien_format
14/06/1997;5;40;14;1;21;5;ancien_format
18/06/1997;46;45;48;9;27;6;ancien_format
21/06/1997;34;14;35;36;49;2;ancien_format
25/06/1997;40;11;45;26;44;1;ancien_format
28/06/1997;48;24;28;6;1;1;ancien_format
02/07/1997;33;37;8;7;2;10;ancien_format
05/07/1997;43;39;13;22;30;6;ancien_format
09/07/1997;23;30;21;1;9;7;ancien_format
12/07/1997;34;9;36;47;24;5;ancien_format
16/07/1997;46;45;11;18;30;5;ancien_format
19/07/1997;44;23;26;1;22;8;ancien_format
23/07/1997;42;6;46;15;34;10;ancien_format
26/07/1997;16;32;9;39;4;2;ancien_format
30/07/1997;29;4;15;34;39;3;ancien_format
02/08/1997;39;6;24;7;31;5;ancien_format
06/08/1997;4;33;32;35;10;2;ancien_format
09/08/1997;37;2;10;1;12;1;ancien_format
13/08/1997;20;33;40;29;14;5;ancien_format
16/08/1997;16;1;11;6;39;4;ancien_format
20/08/1997;45;1;44;3;38;3;ancien_format
23/08/1997;6;5;26;38;42;10;ancien_format
27/08/1997;41;31;13;34;8;8;ancien_format
30/08/1997;25;4;41;29;26;1;ancien_format
03/09/1997;45;31;9;24;16;5;ancien_format
06/09/1997;25;43;3;37;41;3;ancien_format
10/09/1997;41;22;17;1;37;3;ancien_format
13/09/1997;20;48;6;17;49;3;ancien_format
17/09/1997;10;48;46;36;22;3;ancien_format
20/09/1997;2;44;21;25;19;4;ancien_format
24/09/1997;36;44;13;3;41;10;ancien_format
27/09/1997;40;28;1;30;10;1;ancien_format
01/10/1997;35;30;3;17;27;3;ancien_format
04/10/1997;43;32;35;7;5;3;ancien_format
08/10/1997;18;21;36;1;34;6;ancien_format
11/10/1997;33;7;17;16;27;6;ancien_format
15/10/1997;39;46;18;45;40;6;ancien_format
18/10/1997;36;11;21;41;39;4;ancien_format
22/10/1997;3;17;6;37;29;4;ancien_format
25/10/1997;49;23;16;13;4;10;ancien_format
29/10/1997;24;5;30;43;47;4;ancien_format
01/11/1997;31;3;33;29;19;6;ancien_format
05/11/1997;49;37;41;24;20;5;ancien_format
08/11/1997;47;32;41;35;17;6;ancien_format
12/11/1997;18;14;30;24;4;9;ancien_format
15/11/1997;39;33;20;37;25;1;ancien_format
19/11/1997;40;39;22;35;43;7;ancien_format
22/11/1997;34;9;26;1;20;4;ancien_format
26/11/1997;18;23;47;42;16;7;ancien_format
29/11/1997;33;31;10;39;11;2;ancien_format
03/12/1997;6;9;27;34;1;7;ancien_format
06/12/1997;39;4;30;7;42;5;ancien_format
10/12/1997;29;13;46;25;32;8;ancien_format
13/12/1997;5;27;34;9;3;10;ancien_format
17/12/1997;19;15;5;31;43;9;ancien_format
20/12/1997;39;16;3;23;18;9;ancien_format
24/12/1997;24;22;32;23;9;6;ancien_format
27/12/1997;28;2;16;39;9;8;ancien_format
31/12/1997;41;15;31;19;32;2;ancien_format
03/01/1998;22;17;12;4;44;4;ancien_format
07/01/1998;41;15;14;42;13;9;ancien_format
10/01/1998;17;7;13;36;49;9;ancien_format
14/01/1998;34;19;4;32;7;9;ancien_format
17/01/1998;30;6;39;21;42;2;ancien_format
21/01/1998;22;1;7;33;16;2;ancien_format
24/01/1998;40;44;26;18;13;5;ancien_format
28/01/1998;23;35;26;39;7;6;ancien_format
31/01/1998;39;22;49;14;34;7;ancien_format
04/02/1998;44;31;36;43;6;6;ancien_format
07/02/1998;28;1;30;29;10;4;ancien_format
11/02/1998;34;27;18;46;35;4;ancien_format
14/02/1998;32;41;1;28;36;6;ancien_format
18/02/1998;23;13;49;8;30;2;ancien_format
21/02/1998;19;10;11;29;31;2;ancien_format
25/02/1998;46;29;30;28;13;9;ancien_format
28/02/1998;10;37;16;44;22;9;ancien_format
04/03/1998;33;43;12;41;45;1;ancien_format
07/03/1998;10;18;37;47;40;9;ancien_format
11/03/1998;16;5;20;38;21;4;ancien_format
14/03/1998;43;45;46;15;29;2;ancien_format
18/03/1998;35;22;2;7;6;3;ancien_format
21/03/1998;5;31;28;48;13;4;ancien_format
25/03/1998;43;42;18;27;28;4;ancien_format
28/03/1998;20;32;41;7;23;8;ancien_format
01/04/1998;41;31;30;13;45;5;ancien_format
04/04/1998;40;17;7;26;44;7;ancien_format
08/04/1998;36;3;48;33;47;9;ancien_format
11/04/1998;22;38;46;16;5;8;ancien_format
15/04/1998;11;40;30;28;5;8;ancien_format
18/04/1998;36;10;9;27;19;7;ancien_format
22/04/1998;13;8;4;32;28;7;ancien_format
25/04/1998;16;20;32;14;25;6;ancien_format
29/04/1998;33;16;43;27;12;5;ancien_format
02/05/1998;13;46;49;38;37;8;ancien_format
06/05/1998;28;35;13;19;43;6;ancien_format
09/05/1998;13;23;49;15;21;7;ancien_format
13/05/1998;21;38;30;43;24;3;ancien_format
16/05/1998;6;24;21;37;30;10;ancien_format
20/05/1998;16;31;39;3;5;9;ancien_format
23/05/1998;1;23;25;2;4;5;ancien_format
27/05/1998;41;21;34;32;13;3;ancien_format
30/05/1998;20;23;24;40;47;10;ancien_format
03/06/1998;46;2;14;23;35;8;ancien_format
06/06/1998;31;35;28;14;47;9;ancien_format
10/06/1998;32;4;11;6;1;4;ancien_format
13/06/1998;15;24;48;1;42;10;ancien_format
17/06/1998;24;41;5;33;22;2;ancien_format
